data,deposito,sku,saldo_disponivel,saldo_quarentena,saldo_rejeitado,saldo_total
2026-05-01,DEP-003,SKU-000032,4877,0,0,4877
2026-05-01,DEP-003,SKU-000033,622,0,0,622
2026-05-01,DEP-003,SKU-000034,1399,0,0,1399
2026-05-01,DEP-003,SKU-000035,20894,0,0,20894
2026-05-01,DEP-003,SKU-000036,1698,0,0,1698
2026-05-01,DEP-003,SKU-000037,1456,0,0,1456
2026-05-01,,SKU-000038,67,0,0,67
2026-05-01,DEP-003,SKU-000039,61,0,0,61
2026-05-01,DEP-003,SKU-000040,890,0,0,890
2026-05-01,DEP-003,SKU-000041,7927,0,0,7927
2026-05-01,DEP-003,SKU-000042,1452,0,0,1452
2026-05-01,DEP-003,SKU-000043,5108,0,0,5108
2026-05-01,DEP-003,SKU-000044,816,0,0,816
2026-05-01,DEP-003,SKU-000045,10739,0,0,10739
2026-05-01,DEP-003,SKU-000046,381,0,0,381
2026-05-01,DEP-003,SKU-000047,1732,0,0,1732
2026-05-01,DEP-003,SKU-000048,1188,0,0,1188
2026-05-01,DEP-003,SKU-000049,1199,0,0,1199
2026-05-01,DEP-003,SKU-000050,3138,0,0,3138
2026-05-01,DEP-003,SKU-000051,1453,0,0,1453
2026-05-01,DEP-003,SKU-000052,21,0,0,21
2026-05-01,DEP-003,SKU-000053,2078,0,0,2078
2026-05-01,DEP-003,SKU-000054,5787,0,0,5787
2026-05-01,DEP-003,SKU-000055,2176,0,0,2176
2026-05-01,DEP-003,SKU-000056,1890,0,0,1890
2026-05-01,DEP-003,SKU-000057,2831,0,0,2831
2026-05-01,DEP-003,SKU-000058,1723,0,0,1723
2026-05-01,DEP-003,SKU-000059,6199,0,0,6199
2026-05-01,DEP-003,SKU-000060,1159,0,0,1159
2026-05-01,DEP-003,SKU-000061,1318,0,0,1318
2026-05-01,DEP-003,SKU-000062,1665,0,0,1665
2026-05-01,DEP-003,SKU-000063,1309,0,0,1309
2026-05-01,DEP-003,SKU-000064,3514,0,0,3514
2026-05-01,DEP-003,SKU-000065,575,0,0,575
2026-05-01,DEP-003,SKU-000066,990,0,0,990
2026-05-01,DEP-003,SKU-000067,19450,0,0,19450
2026-05-01,DEP-003,SKU-000068,22214,0,0,22214
2026-05-01,DEP-003,SKU-000069,1229,0,0,1229
2026-05-01,DEP-003,SKU-000070,3146,0,0,3146
2026-05-01,DEP-003,SKU-000071,917,0,0,917
2026-05-01,,SKU-000072,21975,0,0,21975
2026-05-01,DEP-003,SKU-000073,1581,0,0,1581
2026-05-01,DEP-003,SKU-000074,25252,0,0,25252
2026-05-01,DEP-003,SKU-000075,1040,0,0,1040
2026-05-01,DEP-003,SKU-000076,450,0,0,450
2026-05-01,DEP-003,SKU-000077,3705,0,0,3705
2026-05-01,DEP-003,SKU-000078,19072,0,0,19072
2026-05-01,DEP-003,SKU-000079,12725,0,0,12725
2026-05-01,DEP-003,,883,0,0,883
2026-05-01,DEP-003,SKU-000081,8527,0,0,8527
2026-05-01,DEP-003,,11427,0,0,11427
2026-05-01,DEP-003,SKU-000083,2057,0,0,2057
2026-05-01,DEP-003,SKU-000084,16461,0,0,16461
2026-05-01,DEP-003,SKU-000085,586,0,0,586
2026-05-01,DEP-003,,146,0,0,146
2026-05-01,DEP-003,SKU-000087,592,0,0,592
2026-05-01,DEP-003,SKU-000088,1194,0,0,1194
2026-05-01,DEP-003,SKU-000089,45,0,0,45
2026-05-01,DEP-003,SKU-000090,1507,0,0,1507
2026-05-01,DEP-003,SKU-000091,2278,0,0,2278
2026-05-01,DEP-003,SKU-000092,640,0,0,640
2026-05-01,DEP-003,SKU-000093,407,0,0,407
2026-05-01,DEP-003,SKU-000094,16,0,0,16
2026-05-01,DEP-003,SKU-000095,533,0,0,533
2026-05-01,DEP-003,SKU-000096,382,0,0,382
2026-05-01,DEP-003,SKU-000097,2611,0,0,2611
2026-05-01,DEP-003,SKU-000098,2611,0,0,2611
2026-05-01,DEP-003,SKU-000099,662,0,0,662
2026-05-01,DEP-003,SKU-000100,3480,0,0,3480
2026-05-01,DEP-003,SKU-000101,567,0,0,567
2026-05-01,DEP-003,SKU-000102,313,0,0,313
2026-05-01,DEP-003,SKU-000103,118,0,0,118
2026-05-01,DEP-003,SKU-000104,2408,0,0,2408
2026-05-01,DEP-003,SKU-000105,3284,0,0,3284
2026-05-01,DEP-003,SKU-000106,400,0,0,400
2026-05-01,DEP-003,SKU-000107,233,0,0,233
2026-05-01,DEP-003,SKU-000108,3442,0,0,3442
2026-05-01,DEP-003,SKU-000109,798,0,0,798
2026-05-01,DEP-003,SKU-000110,6553,0,0,6553
2026-05-01,DEP-003,SKU-000111,768,0,0,768
2026-05-01,DEP-003,SKU-000112,138,0,0,138
2026-05-01,DEP-003,SKU-000113,1966,0,0,1966
2026-05-01,DEP-003,SKU-000114,428,0,0,428
2026-05-01,DEP-003,SKU-000115,3354,0,0,3354
2026-05-01,DEP-003,SKU-000116,15412,0,0,15412
2026-05-01,DEP-003,SKU-000117,105,0,0,105
2026-05-01,,SKU-000118,1632,0,0,1632
2026-05-01,DEP-003,SKU-000119,82,0,0,82
2026-05-01,DEP-003,SKU-000120,7259,0,0,7259
2026-05-01,DEP-003,SKU-000121,274,0,0,274
2026-05-01,DEP-003,SKU-000122,10574,0,0,10574
2026-05-01,DEP-003,SKU-000123,1096,0,0,1096
2026-05-01,DEP-003,SKU-000124,1308,0,0,1308
2026-05-01,DEP-003,SKU-000125,31,0,0,31
2026-05-01,DEP-003,SKU-000126,1602,0,0,1602
2026-05-01,DEP-003,SKU-000127,1832,0,0,1832
2026-05-01,DEP-003,SKU-000128,3223,0,0,3223
2026-05-01,DEP-003,SKU-000129,16753,0,0,16753
2026-05-01,DEP-003,SKU-000130,828,0,0,828
2026-05-01,DEP-003,SKU-000131,329,0,0,329
2026-05-01,DEP-003,SKU-000132,1149,0,0,1149
2026-05-01,DEP-003,SKU-000133,514,0,0,514
2026-05-01,DEP-003,SKU-000134,508,0,0,508
2026-05-01,DEP-003,SKU-000135,266,0,0,266
2026-05-01,DEP-003,SKU-000136,921,0,0,921
2026-05-01,DEP-003,SKU-000137,22617,0,0,22617
2026-05-01,DEP-003,SKU-000138,960,0,0,960
2026-05-01,DEP-003,SKU-000139,25,0,0,25
2026-05-01,DEP-003,SKU-000140,6933,0,0,6933
2026-05-01,DEP-003,SKU-000141,1271,0,0,1271
2026-05-01,DEP-003,SKU-000142,316,0,0,316
2026-05-01,DEP-003,SKU-000143,650,0,0,650
2026-05-01,DEP-003,SKU-000144,2070,0,0,2070
2026-05-01,DEP-003,SKU-000145,1807,0,0,1807
2026-05-01,DEP-003,SKU-000146,1059,0,0,1059
2026-05-01,DEP-003,SKU-000147,61,0,0,61
2026-05-01,DEP-003,SKU-000148,16657,0,0,16657
2026-05-01,DEP-003,SKU-000149,2034,0,0,2034
2026-05-01,DEP-003,SKU-000150,3315,0,0,3315
2026-05-01,DEP-003,SKU-000151,1418,0,0,1418
2026-05-01,DEP-003,SKU-000152,3269,0,0,3269
2026-05-01,DEP-003,SKU-000153,69,0,0,69
2026-05-01,DEP-003,SKU-000154,2742,0,0,2742
2026-05-01,DEP-003,SKU-000155,25744,0,0,25744
2026-05-01,DEP-003,SKU-000156,589,0,0,589
2026-05-01,DEP-003,SKU-000157,740,0,0,740
2026-05-01,DEP-003,SKU-000158,1042,0,0,1042
2026-05-01,DEP-003,SKU-000159,2104,0,0,2104
2026-05-01,DEP-003,SKU-000160,3066,0,0,3066
2026-05-01,DEP-003,SKU-000161,11753,0,0,11753
2026-05-01,DEP-003,SKU-000162,291,0,0,291
2026-05-01,DEP-003,SKU-000163,666,0,0,666
2026-05-01,DEP-003,SKU-000164,26463,0,0,26463
2026-05-01,DEP-003,SKU-000165,661,0,0,661
2026-05-01,DEP-003,SKU-000166,1084,0,0,1084
2026-05-01,DEP-003,SKU-000167,888,0,0,888
2026-05-01,DEP-003,SKU-000168,3782,0,0,3782
2026-05-01,DEP-003,SKU-000169,70,0,0,70
2026-05-01,DEP-003,SKU-000170,1147,0,0,1147
2026-05-01,DEP-003,SKU-000171,20634,0,0,20634
2026-05-01,DEP-003,SKU-000172,823,0,0,823
2026-05-01,DEP-003,SKU-000173,1587,0,0,1587
2026-05-01,DEP-003,SKU-000174,3954,0,0,3954
2026-05-01,DEP-003,SKU-000175,13616,0,0,13616
2026-05-01,DEP-003,SKU-000176,2167,0,0,2167
2026-05-01,DEP-003,SKU-000177,1816,0,0,1816
2026-05-01,DEP-003,SKU-000178,656,0,0,656
2026-05-01,DEP-003,SKU-000179,1238,0,0,1238
2026-05-01,DEP-003,SKU-000180,3987,0,0,3987
2026-05-01,DEP-003,SKU-000181,3637,0,0,3637
2026-05-01,DEP-003,SKU-000182,670,0,0,670
2026-05-01,DEP-003,SKU-000183,1155,0,0,1155
2026-05-01,DEP-003,SKU-000184,627,0,0,627
2026-05-01,DEP-003,SKU-000185,118,0,0,118
2026-05-01,DEP-003,SKU-000186,2812,0,0,2812
2026-05-01,DEP-003,SKU-000187,1789,0,0,1789
2026-05-01,DEP-003,SKU-000188,72,0,0,72
2026-05-01,DEP-003,SKU-000189,21276,0,0,21276
2026-05-01,DEP-003,SKU-000190,89,0,0,89
2026-05-01,DEP-003,SKU-000191,831,0,0,831
2026-05-01,DEP-003,SKU-000192,1084,0,0,1084
2026-05-01,DEP-003,SKU-000193,2022,0,0,2022
2026-05-01,DEP-003,SKU-000194,1865,0,0,1865
2026-05-01,DEP-003,SKU-000195,2663,0,0,2663
2026-05-01,DEP-003,SKU-000196,2420,0,0,2420
2026-05-01,DEP-003,SKU-000197,1958,0,0,1958
2026-05-01,DEP-003,SKU-000198,70,0,0,70
2026-05-01,DEP-003,SKU-000199,2187,0,0,2187
2026-05-01,DEP-003,SKU-000200,1028,0,0,1028
2026-05-01,DEP-004,SKU-000001,1234,0,0,1234
2026-05-01,DEP-004,SKU-000002,1774,0,0,1774
2026-05-01,DEP-004,SKU-000003,662,0,0,662
2026-05-01,DEP-004,SKU-000004,601,0,0,601
2026-05-01,DEP-004,,26053,0,0,26053
2026-05-01,DEP-004,SKU-000006,576,0,0,576
2026-05-01,DEP-004,SKU-000007,17543,0,0,17543
2026-05-01,DEP-004,SKU-000008,24419,0,0,24419
2026-05-01,DEP-004,SKU-000009,25,0,0,25
2026-05-01,DEP-004,SKU-000010,33,0,0,33
2026-05-01,DEP-004,SKU-000011,1921,0,0,1921
2026-05-01,DEP-004,SKU-000012,108,0,0,108
2026-05-01,DEP-004,SKU-000013,2268,0,0,2268
2026-05-01,DEP-004,SKU-000014,1172,0,0,1172
2026-05-01,DEP-004,SKU-000015,1285,0,0,1285
2026-05-01,DEP-004,SKU-000016,94,0,0,94
2026-05-01,DEP-004,SKU-000017,2570,0,0,2570
2026-05-01,DEP-004,SKU-000018,52,0,0,52
2026-05-01,DEP-004,SKU-000019,4059,0,0,4059
2026-05-01,DEP-004,SKU-000020,737,0,0,737
2026-05-01,DEP-004,SKU-000021,80,0,0,80
2026-05-01,DEP-004,SKU-000022,1270,0,0,1270
2026-05-01,DEP-004,SKU-000023,169,0,0,169
2026-05-01,DEP-004,SKU-000024,79,0,0,79
2026-05-01,DEP-004,SKU-000025,149,0,0,149
2026-05-01,DEP-004,SKU-000026,2152,0,0,2152
2026-05-01,DEP-004,SKU-000027,3660,0,0,3660
2026-05-01,DEP-004,SKU-000028,1304,0,0,1304
2026-05-01,DEP-004,SKU-000029,679,0,0,679
2026-05-01,DEP-004,SKU-000030,53,0,0,53
2026-05-01,DEP-004,SKU-000031,103,0,0,103
2026-05-01,DEP-004,SKU-000032,4445,0,0,4445
2026-05-01,DEP-004,SKU-000033,612,0,0,612
2026-05-01,DEP-004,SKU-000034,1583,0,0,1583
2026-05-01,DEP-004,SKU-000035,20803,0,0,20803
2026-05-01,DEP-004,SKU-000036,1799,0,0,1799
2026-05-01,DEP-004,SKU-000037,1583,0,0,1583
2026-05-01,DEP-004,SKU-000038,63,0,0,63
2026-05-01,DEP-004,SKU-000039,54,0,0,54
2026-05-01,DEP-004,SKU-000040,834,0,0,834
2026-05-01,DEP-004,SKU-000041,8598,0,0,8598
2026-05-01,DEP-004,SKU-000042,1484,0,0,1484
2026-05-01,DEP-004,,4546,0,0,4546
2026-05-01,DEP-004,SKU-000044,766,0,0,766
2026-05-01,DEP-004,SKU-000045,10700,0,0,10700
2026-05-01,DEP-004,SKU-000046,398,0,0,398
2026-05-01,DEP-004,SKU-000047,1496,0,0,1496
2026-05-01,DEP-004,SKU-000048,1170,0,0,1170
2026-05-01,DEP-004,SKU-000049,1161,0,0,1161
2026-05-01,,SKU-000050,3545,0,0,3545
2026-05-01,DEP-004,SKU-000051,1252,0,0,1252
2026-05-01,DEP-004,SKU-000052,19,0,0,19
2026-05-01,DEP-004,SKU-000053,2039,0,0,2039
2026-05-01,DEP-004,SKU-000054,6479,0,0,6479
2026-05-01,DEP-004,SKU-000055,2150,0,0,2150
2026-05-01,DEP-004,SKU-000056,1874,0,0,1874
2026-05-01,DEP-004,SKU-000057,3149,0,0,3149
2026-05-01,DEP-004,SKU-000058,1947,0,0,1947
2026-05-01,DEP-004,SKU-000059,5350,0,0,5350
2026-05-01,DEP-004,SKU-000060,1074,0,0,1074
2026-05-01,DEP-004,SKU-000061,1426,0,0,1426
2026-05-01,DEP-004,SKU-000062,1470,0,0,1470
2026-05-01,DEP-004,SKU-000063,1581,0,0,1581
2026-05-01,DEP-004,SKU-000064,3356,0,0,3356
2026-05-01,DEP-004,SKU-000065,618,0,0,618
2026-05-01,DEP-004,SKU-000066,948,0,0,948
2026-05-01,DEP-004,SKU-000067,20192,0,0,20192
2026-05-01,DEP-004,SKU-000068,19361,0,0,19361
2026-05-01,DEP-004,SKU-000069,1386,0,0,1386
2026-05-01,DEP-004,SKU-000070,3128,0,0,3128
2026-05-01,DEP-004,SKU-000071,849,0,0,849
2026-05-01,DEP-004,SKU-000072,21502,0,0,21502
2026-05-01,DEP-004,SKU-000073,1828,0,0,1828
2026-05-01,DEP-004,SKU-000074,24616,0,0,24616
2026-05-01,DEP-004,SKU-000075,1092,0,0,1092
2026-05-01,DEP-004,SKU-000076,423,0,0,423
2026-05-01,DEP-004,SKU-000077,3988,0,0,3988
2026-05-01,DEP-004,SKU-000078,18497,0,0,18497
2026-05-01,,SKU-000079,13775,0,0,13775
2026-05-01,DEP-004,SKU-000080,901,0,0,901
2026-05-01,DEP-004,SKU-000081,8823,0,0,8823
2026-05-01,DEP-004,SKU-000082,11112,0,0,11112
2026-05-01,DEP-004,SKU-000083,1853,0,0,1853
2026-05-01,DEP-004,SKU-000084,13644,0,0,13644
2026-05-01,DEP-004,SKU-000085,474,0,0,474
2026-05-01,,SKU-000086,139,0,0,139
2026-05-01,DEP-004,SKU-000087,644,0,0,644
2026-05-01,DEP-004,SKU-000088,1189,0,0,1189
2026-05-01,DEP-004,SKU-000089,41,0,0,41
2026-05-01,DEP-004,SKU-000090,1362,0,0,1362
2026-05-01,DEP-004,SKU-000091,2134,0,0,2134
2026-05-01,DEP-004,SKU-000092,686,0,0,686
2026-05-01,DEP-004,SKU-000093,459,0,0,459
2026-05-01,DEP-004,SKU-000094,17,0,0,17
2026-05-01,DEP-004,SKU-000095,519,0,0,519
2026-05-01,DEP-004,SKU-000096,440,0,0,440
2026-05-01,DEP-004,SKU-000097,2274,0,0,2274
2026-05-01,DEP-004,,2753,0,0,2753
2026-05-01,DEP-004,SKU-000099,629,0,0,629
2026-05-01,DEP-004,SKU-000100,3816,0,0,3816
2026-05-01,DEP-004,SKU-000101,539,0,0,539
2026-05-01,DEP-004,SKU-000102,343,0,0,343
2026-05-01,DEP-004,SKU-000103,125,0,0,125
2026-05-01,DEP-004,SKU-000104,2260,0,0,2260
2026-05-01,DEP-004,SKU-000105,2977,0,0,2977
2026-05-01,DEP-004,SKU-000106,429,0,0,429
2026-05-01,DEP-004,SKU-000107,201,0,0,201
2026-05-01,DEP-004,SKU-000108,3597,0,0,3597
2026-05-01,DEP-004,SKU-000109,701,0,0,701
2026-05-01,DEP-004,SKU-000110,6664,0,0,6664
2026-05-01,DEP-004,SKU-000111,824,0,0,824
2026-05-01,DEP-004,SKU-000112,133,0,0,133
2026-05-01,DEP-004,SKU-000113,1803,0,0,1803
2026-05-01,DEP-004,SKU-000114,407,0,0,407
2026-05-01,DEP-004,SKU-000115,3090,0,0,3090
2026-05-01,DEP-004,SKU-000116,15608,0,0,15608
2026-05-01,,SKU-000117,106,0,0,106
2026-05-01,DEP-004,SKU-000118,1783,0,0,1783
2026-05-01,DEP-004,SKU-000119,92,0,0,92
2026-05-01,DEP-004,SKU-000120,7301,0,0,7301
2026-05-01,DEP-004,SKU-000121,286,0,0,286
2026-05-01,DEP-004,SKU-000122,10571,0,0,10571
2026-05-01,DEP-004,SKU-000123,1051,0,0,1051
2026-05-01,DEP-004,SKU-000124,1102,0,0,1102
2026-05-01,DEP-004,SKU-000125,28,0,0,28
2026-05-01,,SKU-000126,1390,0,0,1390
2026-05-01,DEP-004,SKU-000127,2075,0,0,2075
2026-05-01,DEP-004,SKU-000128,2872,0,0,2872
2026-05-01,DEP-004,SKU-000129,15317,0,0,15317
2026-05-01,DEP-004,SKU-000130,971,0,0,971
2026-05-01,DEP-004,SKU-000131,333,0,0,333
2026-05-01,DEP-004,SKU-000132,1078,0,0,1078
2026-05-01,DEP-004,SKU-000133,551,0,0,551
2026-05-01,DEP-004,SKU-000134,456,0,0,456
2026-05-01,DEP-004,SKU-000135,281,0,0,281
2026-05-01,DEP-004,SKU-000136,983,0,0,983
2026-05-01,DEP-004,SKU-000137,21735,0,0,21735
2026-05-01,DEP-004,SKU-000138,926,0,0,926
2026-05-01,DEP-004,SKU-000139,25,0,0,25
2026-05-01,DEP-004,SKU-000140,7817,0,0,7817
2026-05-01,DEP-004,SKU-000141,1352,0,0,1352
2026-05-01,DEP-004,SKU-000142,273,0,0,273
2026-05-01,DEP-004,SKU-000143,764,0,0,764
2026-05-01,DEP-004,SKU-000144,1834,0,0,1834
2026-05-01,DEP-004,SKU-000145,1877,0,0,1877
2026-05-01,DEP-004,SKU-000146,1063,0,0,1063
2026-05-01,DEP-004,SKU-000147,60,0,0,60
2026-05-01,DEP-004,SKU-000148,14815,0,0,14815
2026-05-01,DEP-004,SKU-000149,2288,0,0,2288
2026-05-01,DEP-004,SKU-000150,3459,0,0,3459
2026-05-01,DEP-004,SKU-000151,1240,0,0,1240
2026-05-01,DEP-004,SKU-000152,3161,0,0,3161
2026-05-01,DEP-004,SKU-000153,73,0,0,73
2026-05-01,DEP-004,SKU-000154,2835,0,0,2835
2026-05-01,DEP-004,SKU-000155,24829,0,0,24829
2026-05-01,DEP-004,,625,0,0,625
2026-05-01,DEP-004,SKU-000157,727,0,0,727
2026-05-01,DEP-004,SKU-000158,1017,0,0,1017
2026-05-01,DEP-004,SKU-000159,2136,0,0,2136
2026-05-01,DEP-004,SKU-000160,2732,0,0,2732
2026-05-01,DEP-004,SKU-000161,11719,0,0,11719
2026-05-01,DEP-004,SKU-000162,287,0,0,287
2026-05-01,DEP-004,SKU-000163,769,0,0,769
2026-05-01,DEP-004,SKU-000164,27164,0,0,27164
2026-05-01,DEP-004,SKU-000165,710,0,0,710
2026-05-01,DEP-004,SKU-000166,1103,0,0,1103
2026-05-01,DEP-004,SKU-000167,965,0,0,965
2026-05-01,,,3658,0,0,3658
2026-05-01,DEP-004,SKU-000169,64,0,0,64
2026-05-01,DEP-004,SKU-000170,1240,0,0,1240
2026-05-01,DEP-004,SKU-000171,20822,0,0,20822
2026-05-01,DEP-004,SKU-000172,863,0,0,863
2026-05-01,DEP-004,SKU-000173,1483,0,0,1483
2026-05-01,DEP-004,SKU-000174,3853,0,0,3853
2026-05-01,DEP-004,SKU-000175,11359,0,0,11359
2026-05-01,,SKU-000176,2172,0,0,2172
2026-05-01,DEP-004,SKU-000177,2121,0,0,2121
2026-05-01,DEP-004,SKU-000178,626,0,0,626
2026-05-01,DEP-004,SKU-000179,1144,0,0,1144
2026-05-01,DEP-004,SKU-000180,3864,0,0,3864
2026-05-01,DEP-004,SKU-000181,3849,0,0,3849
2026-05-01,DEP-004,SKU-000182,679,0,0,679
2026-05-01,DEP-004,SKU-000183,1079,0,0,1079
2026-05-01,DEP-004,SKU-000184,546,0,0,546
2026-05-01,DEP-004,SKU-000185,106,0,0,106
2026-05-01,DEP-004,SKU-000186,2539,0,0,2539
2026-05-01,,SKU-000187,1806,0,0,1806
2026-05-01,DEP-004,SKU-000188,82,0,0,82
2026-05-01,DEP-004,SKU-000189,21802,0,0,21802
2026-05-01,DEP-004,SKU-000190,81,0,0,81
2026-05-01,DEP-004,SKU-000191,929,0,0,929
2026-05-01,DEP-004,SKU-000192,1105,0,0,1105
2026-05-01,DEP-004,SKU-000193,1784,0,0,1784
2026-05-01,DEP-004,SKU-000194,1750,0,0,1750
2026-05-01,DEP-004,SKU-000195,2367,0,0,2367
2026-05-01,DEP-004,SKU-000196,2422,0,0,2422
2026-05-01,DEP-004,SKU-000197,2004,0,0,2004
2026-05-01,DEP-004,SKU-000198,73,0,0,73
2026-05-01,DEP-004,SKU-000199,2205,0,0,2205
2026-05-01,DEP-004,SKU-000200,929,0,0,929
2026-05-02,DEP-001,SKU-000001,243,0,0,243
2026-05-02,DEP-001,SKU-000002,534,0,0,534
2026-05-02,,SKU-000003,98,0,0,98
2026-05-02,DEP-001,SKU-000004,377,0,0,377
2026-05-02,DEP-001,SKU-000005,8407,0,0,8407
2026-05-02,DEP-001,SKU-000006,88,0,0,88
2026-05-02,DEP-001,SKU-000007,2815,0,0,2815
2026-05-02,DEP-001,SKU-000008,6048,0,0,6048
2026-05-02,DEP-001,SKU-000009,29,0,0,29
2026-05-02,DEP-001,SKU-000010,35,0,0,35
2026-05-02,DEP-001,SKU-000011,312,0,0,312
2026-05-02,DEP-001,SKU-000012,18,0,0,18
2026-05-02,DEP-001,SKU-000013,213,0,0,213
2026-05-02,DEP-001,SKU-000014,173,0,0,173
2026-05-02,DEP-001,SKU-000015,200,0,0,200
2026-05-02,DEP-001,SKU-000016,43,0,0,43
2026-05-02,DEP-001,SKU-000017,1404,0,0,1404
2026-05-02,DEP-001,SKU-000018,55,0,0,55
2026-05-02,DEP-001,SKU-000019,142,0,0,142
2026-05-02,DEP-001,SKU-000020,323,0,0,323
2026-05-02,DEP-001,SKU-000021,29,0,0,29
2026-05-02,DEP-001,SKU-000022,523,0,0,523
2026-05-02,DEP-001,SKU-000023,78,0,0,78
2026-05-02,DEP-001,SKU-000024,43,0,0,43
2026-05-02,DEP-001,SKU-000025,66,0,0,66
2026-05-02,DEP-001,SKU-000026,67,0,0,67
2026-05-02,DEP-001,SKU-000027,0,0,2143,2143
2026-05-02,DEP-001,SKU-000028,317,0,0,317
2026-05-02,DEP-001,SKU-000029,279,0,0,279
2026-05-02,DEP-001,SKU-000030,31,0,0,31
2026-05-02,DEP-001,SKU-000031,49,0,0,49
2026-05-02,DEP-001,SKU-000032,3058,0,0,3058
2026-05-02,DEP-001,SKU-000033,406,0,0,406
2026-05-02,DEP-001,SKU-000034,933,0,0,933
2026-05-02,DEP-001,SKU-000035,5863,0,0,5863
2026-05-02,DEP-001,SKU-000036,246,0,0,246
2026-05-02,DEP-001,SKU-000037,566,0,0,566
2026-05-02,DEP-001,SKU-000038,48,0,0,48
2026-05-02,DEP-001,SKU-000039,2,0,0,2
2026-05-02,DEP-001,SKU-000040,685,0,0,685
2026-05-02,DEP-001,SKU-000041,797,0,0,797
2026-05-02,DEP-001,SKU-000042,1405,0,0,1405
2026-05-02,DEP-001,SKU-000043,1470,0,0,1470
2026-05-02,DEP-001,SKU-000044,197,0,0,197
2026-05-02,DEP-001,SKU-000045,1312,0,0,1312
2026-05-02,DEP-001,SKU-000046,156,0,0,156
2026-05-02,DEP-001,SKU-000047,1135,0,0,1135
2026-05-02,DEP-001,SKU-000048,407,0,0,407
2026-05-02,DEP-001,SKU-000049,226,0,0,226
2026-05-02,DEP-001,SKU-000050,233,0,0,233
2026-05-02,DEP-001,SKU-000051,336,0,0,336
2026-05-02,DEP-001,SKU-000052,19,0,0,19
2026-05-02,DEP-001,SKU-000053,462,0,0,462
2026-05-02,DEP-001,,478,0,0,478
2026-05-02,DEP-001,SKU-000055,593,0,0,593
2026-05-02,DEP-001,SKU-000056,295,0,0,295
2026-05-02,DEP-001,SKU-000057,79,0,0,79
2026-05-02,DEP-001,,124,0,0,124
2026-05-02,DEP-001,SKU-000059,842,0,0,842
2026-05-02,DEP-001,SKU-000060,639,0,0,639
2026-05-02,DEP-001,SKU-000061,906,0,0,906
2026-05-02,DEP-001,SKU-000062,450,0,0,450
2026-05-02,DEP-001,SKU-000063,472,0,0,472
2026-05-02,DEP-001,,566,0,0,566
2026-05-02,DEP-001,SKU-000065,317,0,0,317
2026-05-02,DEP-001,SKU-000066,612,0,0,612
2026-05-02,DEP-001,SKU-000067,1783,0,0,1783
2026-05-02,DEP-001,SKU-000068,3847,0,0,3847
2026-05-02,DEP-001,SKU-000069,163,0,0,163
2026-05-02,DEP-001,SKU-000070,119,1929,0,2048
2026-05-02,DEP-001,SKU-000071,151,0,0,151
2026-05-02,DEP-001,SKU-000072,11320,0,0,11320
2026-05-02,DEP-001,SKU-000073,91,1089,0,1180
2026-05-02,DEP-001,SKU-000074,5941,0,0,5941
2026-05-02,DEP-001,SKU-000075,519,0,0,519
2026-05-02,DEP-001,SKU-000076,32,0,0,32
2026-05-02,DEP-001,SKU-000077,1004,0,0,1004
2026-05-02,DEP-001,SKU-000078,3094,0,0,3094
2026-05-02,DEP-001,SKU-000079,2179,0,0,2179
2026-05-02,DEP-001,SKU-000080,320,0,0,320
2026-05-02,DEP-001,SKU-000081,0,0,5125,5125
2026-05-02,DEP-001,SKU-000082,3335,0,0,3335
2026-05-02,DEP-001,SKU-000083,513,0,0,513
2026-05-02,DEP-001,SKU-000084,3049,0,0,3049
2026-05-02,DEP-001,SKU-000085,589,0,0,589
2026-05-02,DEP-001,SKU-000086,56,0,0,56
2026-05-02,DEP-001,SKU-000087,623,0,0,623
2026-05-02,DEP-001,SKU-000088,67,0,0,67
2026-05-02,DEP-001,SKU-000089,39,0,0,39
2026-05-02,DEP-001,SKU-000090,19,0,0,19
2026-05-02,DEP-001,SKU-000091,160,0,0,160
2026-05-02,DEP-001,SKU-000092,72,0,0,72
2026-05-02,DEP-001,SKU-000093,119,0,0,119
2026-05-02,DEP-001,SKU-000094,14,0,0,14
2026-05-02,DEP-001,SKU-000095,48,0,0,48
2026-05-02,DEP-001,SKU-000096,183,0,0,183
2026-05-02,DEP-001,SKU-000097,309,0,0,309
2026-05-02,DEP-001,SKU-000098,391,0,0,391
2026-05-02,DEP-001,SKU-000099,124,0,0,124
2026-05-02,DEP-001,SKU-000100,469,0,0,469
2026-05-02,DEP-001,SKU-000101,124,0,0,124
2026-05-02,DEP-001,SKU-000102,49,0,0,49
2026-05-02,DEP-001,SKU-000103,39,0,0,39
2026-05-02,DEP-001,SKU-000104,658,0,0,658
2026-05-02,DEP-001,SKU-000105,811,0,0,811
2026-05-02,DEP-001,SKU-000106,150,0,0,150
2026-05-02,,SKU-000107,100,0,0,100
2026-05-02,DEP-001,SKU-000108,756,0,0,756
2026-05-02,DEP-001,SKU-000109,257,0,0,257
2026-05-02,DEP-001,SKU-000110,1968,0,0,1968
2026-05-02,DEP-001,SKU-000111,36,0,0,36
2026-05-02,DEP-001,SKU-000112,103,0,0,103
2026-05-02,DEP-001,SKU-000113,210,0,0,210
2026-05-02,DEP-001,SKU-000114,56,0,0,56
2026-05-02,DEP-001,SKU-000115,1712,0,0,1712
2026-05-02,DEP-001,SKU-000116,19801,0,0,19801
